id;product_id;user_id;price;count; sum 
85;4;127;487.16;5; 2435.8 
86;3;127;464.26;6; 2785.56 
87;8;127;197.95;9; 1781.55 
88;7;127;447.67;9; 4029.03 
89;17;133;253.45;7; 1774.15 
90;16;133;319.71;8; 2557.68 
91;17;133;410.49;6; 2462.94 
92;19;133;235.07;6; 1410.42 
93;22;139;470.09;3; 1410.27 
94;13;139;267.65;9; 2408.85 
95;6;139;269.6;8; 2156.8 
96;10;139;148.95;3; 446.85 
97;15;145;368.18;9; 3313.62 
98;4;145;281.04;5; 1405.2 
99;10;145;383.91;9; 3455.19 
100;8;145;376.15;4; 1504.6 
101;20;151;304.15;4; 1216.6 
102;14;151;207.79;1; 207.79 
103;18;151;412.85;7; 2889.95 
104;23;151;258.42;7; 1808.94 
105;11;157;166.82;4; 667.28 
106;2;157;497.13;10; 4971.3 
107;24;157;486.72;4; 1946.88 
108;9;157;343.07;4; 1372.28 
109;20;163;442.64;7; 3098.48 
110;5;163;224.67;5; 1123.35 
111;6;163;394.2;8; 3153.6 
112;16;163;144.28;9; 1298.52 
113;5;169;353.05;9; 3177.45 
114;16;169;229.27;8; 1834.16 
115;11;169;457.61;3; 1372.83 
116;21;169;272.14;4; 1088.56 
117;4;175;118.49;6; 710.94 
118;22;175;234.8;9; 2113.2 
119;12;175;168.89;8; 1351.12 
120;24;175;311.94;10; 3119.4 
121;8;181;274.27;9; 2468.43 
122;8;181;232.62;5; 1163.1 
123;20;181;336.11;2; 672.22 
124;13;181;179.41;9; 1614.69 
125;3;187;490.13;1; 490.13 
126;9;187;204.32;4; 817.28 
127;19;187;273.81;10; 2738.1 
128;10;187;146.13;8; 1169.04 
129;8;193;177.7;2; 355.4 
130;19;193;155.38;9; 1398.42 
131;4;193;299.96;8; 2399.68 
132;13;193;150.62;10; 1506.2 
133;21;199;128.32;5; 641.6 
134;24;199;110.11;10; 1101.1 
135;6;199;124.21;9; 1117.89 
136;1;199;371.24;6; 2227.44 
137;2;205;165.48;8; 1323.84 
138;7;205;397.59;7; 2783.13 
139;16;205;175.74;6; 1054.44 
140;10;205;383.95;8; 3071.6 
141;3;211;451.14;3; 1353.42 
142;8;211;384.99;8; 3079.92 
143;12;211;337.3;8; 2698.4 
144;21;211;397.05;5; 1985.25 
145;11;217;248.2;3; 744.6 
146;20;217;443.56;1; 443.56 
147;17;217;378.68;10; 3786.8 
148;3;217;153.4;9; 1380.6 
149;11;223;155.97;9; 1403.73 
150;20;223;368.53;4; 1474.12 
151;22;223;434.73;1; 434.73 
152;23;223;271.37;10; 2713.7 
153;15;229;304.63;6; 1827.78 
154;7;229;265.09;8; 2120.72 
155;24;229;429.22;3; 1287.66 
156;10;229;195.69;4; 782.76 
157;5;235;137.3;2; 274.6 
158;18;235;435.66;1; 435.66 
159;16;235;412.64;1; 412.64 
160;12;235;105.67;5; 528.35 
161;14;241;136.67;9; 1230.03 
162;4;241;284.33;3; 852.99 
163;21;241;160.06;4; 640.24 
164;23;241;452.44;9; 4071.96 
165;24;247;166.7;10; 1667.0 
166;3;247;313.95;7; 2197.65 
167;4;247;278.02;5; 1390.1 
168;2;247;167.86;1; 167.86 
169;9;253;260.55;9; 2344.95 
170;10;253;221.01;5; 1105.05 
171;21;253;204.83;5; 1024.15 
172;2;253;286.44;3; 859.32 
173;23;259;260.98;5; 1304.9 
174;16;259;172.88;5; 864.4 
175;7;259;391.18;8; 3129.44 
176;16;259;114.4;4; 457.6 
177;14;265;360.56;9; 3245.04 
178;4;265;389.74;10; 3897.4 
179;12;265;462.63;4; 1850.52 
180;15;265;427.07;7; 2989.49 
181;2;271;416.22;10; 4162.2 
182;14;271;428.89;3; 1286.67 
183;16;271;478.51;5; 2392.55 
184;9;271;499.02;5; 2495.1 
185;23;277;490.01;7; 3430.07 
186;3;277;118.64;8; 949.12 
187;1;277;450.57;6; 2703.42 
188;16;277;298.45;1; 298.45 
189;8;283;162.35;2; 324.7 
190;20;283;349.84;7; 2448.88 
191;1;283;274.74;3; 824.22 
192;2;283;475.7;4; 1902.8 
193;12;289;215.82;3; 647.46 
194;7;289;366.89;8; 2935.12 
195;3;289;292.88;1; 292.88 
196;15;289;315.19;5; 1575.95 
197;9;295;106.51;5; 532.55 
198;19;295;487.42;10; 4874.2 
199;4;295;399.18;9; 3592.62 
200;19;295;365.05;1; 365.05 
201;14;301;224.06;10; 2240.6 
202;7;301;389.79;10; 3897.9 
203;21;301;313.74;7; 2196.18 
204;10;301;280.56;10; 2805.6 
205;2;307;116.14;2; 232.28 
206;19;307;121.37;2; 242.74 
207;10;307;370.03;8; 2960.24 
208;14;307;164.93;8; 1319.44 
209;3;313;101.58;8; 812.64 
210;5;313;256.14;8; 2049.12 
211;17;313;381.5;5; 1907.5 
212;11;313;383.69;10; 3836.9 
213;20;319;222.06;10; 2220.6 
214;15;319;295.94;2; 591.88 
215;21;319;137.63;4; 550.52 
216;24;319;167.29;7; 1171.03 
217;7;325;369.68;1; 369.68 
218;17;325;308.32;8; 2466.56 
219;16;325;431.77;4; 1727.08 
220;1;325;334.79;2; 669.58 
221;9;331;242.93;8; 1943.44 
222;1;331;150.52;7; 1053.64 
223;20;331;360.5;5; 1802.5 
224;24;331;301.63;1; 301.63 
225;3;337;396.31;9; 3566.79 
226;22;337;278.84;9; 2509.56 
227;21;337;164.31;5; 821.55 
228;4;337;156.34;10; 1563.4 
229;4;343;267.86;5; 1339.3 
230;2;343;360.93;10; 3609.3 
231;9;343;375.31;5; 1876.55 
232;8;343;327.26;9; 2945.34 
233;22;349;210.97;2; 421.94 
234;18;349;125.06;8; 1000.48 
235;20;349;454.35;7; 3180.45 
236;22;349;376.71;2; 753.42 
237;16;355;151.44;3; 454.32 
238;10;355;328.75;1; 328.75 
239;2;355;126.12;10; 1261.2 
240;12;355;373.06;7; 2611.42 
241;22;361;396.03;4; 1584.12 
242;1;361;157.7;2; 315.4 
243;16;361;405.48;3; 1216.44 
244;15;361;471.63;3; 1414.89 
245;18;367;454.78;7; 3183.46 
246;3;367;190.95;9; 1718.55 
247;16;367;145.28;4; 581.12 
248;4;367;245.19;7; 1716.33 
249;22;373;447.02;4; 1788.08 
250;1;373;413.21;7; 2892.47 
251;6;373;247.7;5; 1238.5 
252;15;373;313.56;7; 2194.92 
253;6;379;422.68;5; 2113.4 
254;7;379;249.19;10; 2491.9 
255;18;379;469.99;8; 3759.92 
256;1;379;200.16;9; 1801.44 
257;4;385;122.14;8; 977.12 
258;2;385;142.87;1; 142.87 
259;20;385;416.83;10; 4168.3 
260;9;385;262.53;10; 2625.3 
261;5;391;333.33;1; 333.33 
262;10;391;448.3;6; 2689.8 
263;22;391;242.95;4; 971.8 
264;8;391;155.2;5; 776.0 
265;10;397;265.84;6; 1595.04 
266;1;397;400.24;4; 1600.96 
267;20;397;228.57;3; 685.71 
268;16;397;343.84;4; 1375.36 
269;16;403;446.8;9; 4021.2 
270;5;403;412.03;8; 3296.24 
271;22;403;421.6;9; 3794.4 
272;10;403;154.29;7; 1080.03 
273;3;409;258.96;3; 776.88 
274;10;409;446.8;7; 3127.6 
275;5;409;264.13;6; 1584.78 
276;20;409;470.09;6; 2820.54 
277;9;415;280.76;8; 2246.08 
278;22;415;370.4;10; 3704.0 
279;2;415;127.49;4; 509.96 
280;14;415;189.35;5; 946.75 
281;8;421;453.3;7; 3173.1 
282;12;421;108.66;1; 108.66 
283;15;421;321.01;2; 642.02 
284;20;421;168.91;4; 675.64 
285;13;427;210.49;1; 210.49 
286;6;427;318.4;7; 2228.8 
287;13;427;163.09;6; 978.54 
288;24;427;196.72;1; 196.72 
289;8;433;170.11;3; 510.33 
290;21;433;288.02;6; 1728.12 
291;6;433;296.33;7; 2074.31 
292;22;433;308.98;3; 926.94 
293;21;439;243.69;3; 731.07 
294;7;439;267.79;8; 2142.32 
295;11;439;422.03;9; 3798.27 
296;4;439;313.37;8; 2506.96 
297;14;445;228.52;1; 228.52 
298;6;445;468.74;4; 1874.96 
299;24;445;328.11;2; 656.22 
300;8;445;418.6;4; 1674.4 
301;12;451;276.42;1; 276.42 
302;23;451;352.62;10; 3526.2 
303;18;451;462.66;2; 925.32 
304;3;451;438.24;10; 4382.4 
305;5;457;250.89;1; 250.89 
306;10;457;352.64;7; 2468.48 
307;21;457;220.25;2; 440.5 
308;19;457;407.89;6; 2447.34 
309;24;463;110.15;10; 1101.5 
310;7;463;215.84;7; 1510.88 
311;21;463;136.52;3; 409.56 
312;23;463;103.5;9; 931.5 
313;5;469;224.0;6; 1344.0 
314;24;469;428.6;4; 1714.4 
315;2;469;366.47;10; 3664.7 
316;18;469;439.96;3; 1319.88 
317;1;475;359.9;2; 719.8 
318;8;475;271.87;2; 543.74 
319;21;475;488.86;5; 2444.3 
320;2;475;380.12;2; 760.24 
321;23;481;310.68;6; 1864.08 
322;7;481;455.5;6; 2733.0 
323;13;481;158.1;6; 948.6 
324;13;481;491.76;9; 4425.84 
325;15;487;471.76;1; 471.76 
326;13;487;147.3;9; 1325.7 
327;15;487;315.48;8; 2523.84 
328;14;487;376.76;10; 3767.6 
329;24;493;459.59;5; 2297.95 
330;21;493;274.58;3; 823.74 
331;17;493;408.37;4; 1633.48 
332;14;493;489.58;9; 4406.22 
333;12;499;394.85;10; 3948.5 
334;18;499;141.47;4; 565.88 
335;21;499;112.84;10; 1128.4 
336;8;499;108.9;3; 326.7 
337;1;505;355.28;9; 3197.52 
338;23;505;130.76;10; 1307.6 
339;22;505;325.25;9; 2927.25 
340;4;505;418.31;10; 4183.1 
341;8;511;188.89;7; 1322.23 
342;14;511;170.66;5; 853.3 
343;18;511;166.78;8; 1334.24 
344;17;511;192.03;4; 768.12 
345;19;517;117.48;7; 822.36 
346;20;517;361.74;2; 723.48 
347;24;517;482.48;5; 2412.4 
348;3;517;128.56;8; 1028.48 
349;8;523;440.77;2; 881.54 
350;12;523;197.44;5; 987.2 
351;16;523;246.14;6; 1476.84 
352;24;523;339.16;8; 2713.28 
353;15;529;352.27;6; 2113.62 
354;19;529;142.83;5; 714.15 
355;3;529;332.57;6; 1995.42 
356;16;529;191.28;9; 1721.52 
357;8;535;478.13;2; 956.26 
358;1;535;311.26;6; 1867.56 
359;20;535;104.84;3; 314.52 
360;7;535;118.16;4; 472.64 
361;12;541;124.3;1; 124.3 
362;17;541;451.46;7; 3160.22 
363;1;541;145.17;7; 1016.19 
364;14;541;162.5;5; 812.5 
365;24;547;132.4;9; 1191.6 
366;24;547;118.06;5; 590.3 
367;9;547;165.01;5; 825.05 
368;18;547;156.51;10; 1565.1 
369;16;553;235.2;3; 705.6 
370;14;553;133.76;9; 1203.84 
371;7;553;444.4;3; 1333.2 
372;14;553;329.07;10; 3290.7 
373;7;559;339.55;9; 3055.95 
374;11;559;152.88;1; 152.88 
375;13;559;402.63;9; 3623.67 
376;4;559;438.54;8; 3508.32 
377;16;565;379.22;10; 3792.2 
378;13;565;325.33;2; 650.66 
379;16;565;343.13;9; 3088.17 
380;10;565;119.29;2; 238.58 
381;12;571;366.47;3; 1099.41 
382;2;571;488.04;10; 4880.4 
383;2;571;161.35;10; 1613.5 
384;24;571;210.36;3; 631.08 
385;4;577;285.8;8; 2286.4 
386;9;577;450.5;2; 901.0 
387;22;577;127.29;3; 381.87 
388;21;577;433.44;9; 3900.96 
389;17;583;198.65;2; 397.3 
390;14;583;333.82;4; 1335.28 
391;17;583;392.66;4; 1570.64 
392;3;583;320.54;2; 641.08 
393;13;589;482.77;10; 4827.7 
394;24;589;177.83;1; 177.83 
395;7;589;440.39;6; 2642.34 
396;12;589;164.62;9; 1481.58 
397;12;595;164.46;1; 164.46 
398;11;595;415.36;2; 830.72 
399;9;595;383.51;2; 767.02 
400;6;595;413.71;9; 3723.39 
401;15;601;280.64;4; 1122.56 
402;7;601;196.46;10; 1964.6 
403;16;601;150.92;4; 603.68 
404;23;601;112.91;4; 451.64 
405;7;607;129.44;1; 129.44 
406;4;607;363.53;10; 3635.3 
407;24;607;273.5;5; 1367.5 
408;4;607;385.8;8; 3086.4 
409;3;613;160.14;4; 640.56 
410;2;613;393.62;8; 3148.96 
411;8;613;419.23;7; 2934.61 
412;15;613;318.59;3; 955.77 
413;7;619;181.0;10; 1810.0 
414;1;619;280.09;10; 2800.9 
415;22;619;474.53;3; 1423.59 
416;17;619;107.86;4; 431.44 
417;10;625;486.52;2; 973.04 
418;23;625;242.65;4; 970.6 
419;15;625;128.52;7; 899.64 
420;24;625;224.02;3; 672.06 
421;23;631;260.96;1; 260.96 
422;2;631;106.31;2; 212.62 
423;22;631;342.66;5; 1713.3 
424;14;631;314.81;7; 2203.67 
425;14;637;183.5;10; 1835.0 
426;4;637;152.24;4; 608.96 
427;15;637;448.34;7; 3138.38 
428;5;637;405.04;3; 1215.12 
429;7;643;101.0;1; 101.0 
430;9;643;410.27;1; 410.27 
431;4;643;294.6;1; 294.6 
432;8;643;210.22;10; 2102.2 
433;13;649;443.91;2; 887.82 
434;9;649;357.87;10; 3578.7 
435;9;649;395.35;1; 395.35 
436;22;649;492.46;10; 4924.6 
437;7;655;301.35;1; 301.35 
438;1;655;477.59;3; 1432.77 
439;4;655;149.28;6; 895.68 
440;1;655;124.1;9; 1116.9 
441;7;661;353.73;2; 707.46 
442;18;661;387.04;7; 2709.28 
443;14;661;249.2;6; 1495.2 
444;15;661;309.28;8; 2474.24 
445;2;667;446.59;7; 3126.13 
446;19;667;482.79;7; 3379.53 
447;18;667;294.36;2; 588.72 
448;20;667;217.45;1; 217.45 
449;22;673;101.83;10; 1018.3 
450;15;673;498.86;5; 2494.3 
451;17;673;457.71;3; 1373.13 
452;1;673;179.15;2; 358.3 
453;21;679;144.6;5; 723.0 
454;21;679;326.73;9; 2940.57 
455;4;679;384.97;4; 1539.88 
456;11;679;431.08;7; 3017.56 
457;10;685;482.28;3; 1446.84 
458;3;685;487.68;9; 4389.12 
459;7;685;117.4;8; 939.2 
460;7;685;159.14;4; 636.56 
461;4;691;122.3;4; 489.2 
462;22;691;163.22;10; 1632.2 
463;18;691;335.08;3; 1005.24 
464;18;691;490.36;9; 4413.24 
465;6;697;185.9;7; 1301.3 
466;15;697;247.28;5; 1236.4 
467;13;697;154.42;2; 308.84 
468;5;697;171.0;4; 684.0 
469;17;703;494.33;5; 2471.65 
470;23;703;491.83;1; 491.83 
471;19;703;253.52;8; 2028.16 
472;17;703;195.73;8; 1565.84 
473;21;709;427.49;9; 3847.41 
474;7;709;429.84;7; 3008.88 
475;10;709;275.95;5; 1379.75 
476;13;709;277.78;8; 2222.24 
477;1;715;167.08;2; 334.16 
478;11;715;134.77;7; 943.39 
479;12;715;459.72;4; 1838.88 
480;14;715;341.28;10; 3412.8 
481;3;721;235.68;3; 707.04 
482;16;721;490.59;3; 1471.77 
483;10;721;211.22;7; 1478.54 
484;4;721;381.95;2; 763.9 
485;8;727;442.35;6; 2654.1 
486;9;727;130.98;10; 1309.8 
487;11;727;135.69;4; 542.76 
488;8;727;359.37;4; 1437.48 
489;23;733;221.54;4; 886.16 
490;10;733;175.74;4; 702.96 
491;12;733;399.4;2; 798.8 
492;10;733;177.08;4; 708.32 
493;15;739;194.83;4; 779.32 
494;6;739;225.4;9; 2028.6 
495;13;739;278.23;7; 1947.61 
496;13;739;375.5;9; 3379.5 
497;10;745;165.73;4; 662.92 
498;9;745;120.88;4; 483.52 
499;16;745;439.66;3; 1318.98 
500;11;745;401.07;3; 1203.21 
501;5;751;251.08;7; 1757.56 
502;20;751;366.46;3; 1099.38 
503;3;751;186.79;6; 1120.74 
504;14;751;150.96;7; 1056.72 
505;18;757;265.15;1; 265.15 
506;5;757;317.67;9; 2859.03 
507;9;757;342.66;3; 1027.98 
508;18;757;209.39;9; 1884.51 
509;13;763;233.06;4; 932.24 
510;24;763;448.7;4; 1794.8 
511;7;763;370.85;9; 3337.65 
512;13;763;201.32;8; 1610.56 
513;19;769;388.61;4; 1554.44 
514;9;769;423.78;3; 1271.34 
515;17;769;185.4;9; 1668.6 
516;6;769;324.34;2; 648.68 
517;5;775;245.46;10; 2454.6 
518;6;775;371.65;7; 2601.55 
519;11;775;215.78;2; 431.56 
520;11;775;357.04;5; 1785.2 
521;7;781;484.48;4; 1937.92 
522;19;781;321.44;3; 964.32 
523;18;781;291.35;3; 874.05 
524;13;781;271.71;10; 2717.1 
525;21;787;431.37;5; 2156.85 
526;18;787;448.64;2; 897.28 
527;15;787;478.62;7; 3350.34 
528;18;787;309.67;8; 2477.36 
529;24;793;235.79;7; 1650.53 
530;4;793;426.4;5; 2132.0 
531;17;793;284.05;10; 2840.5 
532;21;793;472.31;7; 3306.17 
533;8;799;253.03;6; 1518.18 
534;6;799;188.33;1; 188.33 
535;13;799;345.51;7; 2418.57 
536;1;799;498.48;6; 2990.88 
537;18;805;177.24;3; 531.72 
538;10;805;346.56;5; 1732.8 
539;15;805;312.57;7; 2187.99 
540;21;805;190.81;6; 1144.86 
541;10;811;272.13;1; 272.13 
542;12;811;486.15;4; 1944.6 
543;13;811;270.06;10; 2700.6 
544;1;811;365.89;8; 2927.12 
545;21;817;459.97;1; 459.97 
546;21;817;239.4;5; 1197.0 
547;5;817;135.41;3; 406.23 
548;14;817;277.27;1; 277.27 
549;8;823;269.11;7; 1883.77 
550;8;823;214.61;10; 2146.1 
551;3;823;340.76;4; 1363.04 
552;4;823;361.98;6; 2171.88 
553;19;829;326.71;1; 326.71 
554;21;829;274.07;4; 1096.28 
555;16;829;406.29;8; 3250.32 
556;4;829;131.83;2; 263.66 
557;12;835;351.86;10; 3518.6 
558;17;835;445.08;7; 3115.56 
559;7;835;111.68;6; 670.08 
560;6;835;152.16;4; 608.64 
561;11;841;173.61;1; 173.61 
562;15;841;309.8;8; 2478.4 
563;4;841;302.03;2; 604.06 
564;13;841;168.5;8; 1348.0 
565;21;847;218.42;5; 1092.1 
566;19;847;117.0;4; 468.0 
567;3;847;287.81;3; 863.43 
568;11;847;325.44;5; 1627.2 
569;20;853;454.96;2; 909.92 
570;6;853;445.61;9; 4010.49 
571;23;853;394.79;5; 1973.95 
572;24;853;108.73;6; 652.38 
573;17;859;182.78;4; 731.12 
574;13;859;348.27;3; 1044.81 
575;10;859;182.11;1; 182.11 
576;14;859;148.06;6; 888.36 
577;3;865;450.23;6; 2701.38 
578;5;865;451.05;3; 1353.15 
579;24;865;444.14;3; 1332.42 
580;5;865;359.55;9; 3235.95 
581;10;871;177.69;8; 1421.52 
582;19;871;306.11;3; 918.33 
583;14;871;127.18;8; 1017.44 
584;17;871;424.74;5; 2123.7 
585;19;877;154.57;4; 618.28 
586;15;877;451.81;3; 1355.43 
587;18;877;255.89;5; 1279.45 
588;23;877;138.22;5; 691.1 
589;19;883;100.64;5; 503.2 
590;1;883;373.38;2; 746.76 
591;17;883;347.28;1; 347.28 
592;15;883;257.55;2; 515.1 
593;21;889;479.08;10; 4790.8 
594;18;889;161.33;6; 967.98 
595;2;889;308.09;5; 1540.45 
596;2;889;279.95;8; 2239.6 
597;10;895;450.02;8; 3600.16 
598;5;895;424.03;7; 2968.21 
599;13;895;323.62;8; 2588.96 
600;9;895;189.44;9; 1704.96 
601;9;901;165.12;5; 825.6 
602;9;901;149.88;5; 749.4 
603;12;901;496.91;1; 496.91 
604;6;901;306.36;10; 3063.6 
605;14;907;263.44;3; 790.32 
606;4;907;428.17;9; 3853.53 
607;1;907;202.99;8; 1623.92 
608;14;907;425.92;10; 4259.2 
609;16;913;273.77;4; 1095.08 
610;3;913;474.37;6; 2846.22 
611;4;913;150.66;10; 1506.6 
612;17;913;268.63;1; 268.63 
613;14;919;349.48;8; 2795.84 
614;5;919;497.92;1; 497.92 
615;5;919;106.93;5; 534.65 
616;21;919;390.51;8; 3124.08 
617;8;925;284.62;5; 1423.1 
618;16;925;443.88;5; 2219.4 
619;23;925;327.85;5; 1639.25 
620;4;925;297.97;4; 1191.88 
621;12;931;362.9;2; 725.8 
622;1;931;101.89;4; 407.56 
623;11;931;471.65;1; 471.65 
624;1;931;417.43;9; 3756.87 
625;10;937;174.96;5; 874.8 
626;18;937;329.99;4; 1319.96 
627;8;937;158.64;4; 634.56 
628;13;937;302.58;9; 2723.22 
629;19;943;419.08;6; 2514.48 
630;22;943;401.61;8; 3212.88 
631;1;943;201.76;4; 807.04 
632;18;943;324.62;1; 324.62 
633;19;949;101.93;9; 917.37 
634;21;949;471.68;8; 3773.44 
635;9;949;481.67;3; 1445.01 
636;18;949;308.35;2; 616.7 
637;17;955;400.02;8; 3200.16 
638;8;955;322.27;8; 2578.16 
639;9;955;330.69;2; 661.38 
640;8;955;265.14;7; 1855.98 
641;4;961;105.94;8; 847.52 
642;21;961;216.06;7; 1512.42 
643;4;961;485.88;2; 971.76 
644;13;961;430.37;7; 3012.59 
645;18;967;397.7;2; 795.4 
646;1;967;214.12;8; 1712.96 
647;4;967;220.7;10; 2207.0 
648;16;967;266.36;4; 1065.44 
649;13;973;329.32;5; 1646.6 
650;4;973;287.1;10; 2871.0 
651;15;973;368.33;8; 2946.64 
652;19;973;380.71;6; 2284.26 
653;23;979;226.99;5; 1134.95 
654;1;979;149.9;3; 449.7 
655;4;979;315.69;1; 315.69 
656;11;979;200.7;4; 802.8 
657;20;985;327.09;9; 2943.81 
658;1;985;203.66;6; 1221.96 
659;10;985;154.55;9; 1390.95 
660;24;985;389.3;1; 389.3 
661;12;991;454.52;8; 3636.16 
662;5;991;492.24;1; 492.24 
663;2;991;491.48;9; 4423.32 
664;17;991;169.66;9; 1526.94 
665;24;997;189.17;8; 1513.36 
666;21;997;429.41;7; 3005.87 
667;5;997;418.25;1; 418.25 
668;12;997;206.13;5; 1030.65 
669;14;1003;349.81;9; 3148.29 
670;4;1003;139.22;8; 1113.76 
671;13;1003;234.72;1; 234.72 
672;11;1003;454.08;8; 3632.64 
673;24;1009;241.24;4; 964.96 
674;9;1009;252.85;4; 1011.4 
675;2;1009;143.38;6; 860.28 
676;10;1009;191.04;10; 1910.4 
677;23;1015;369.8;1; 369.8 
678;19;1015;119.47;10; 1194.7 
679;23;1015;272.28;8; 2178.24 
680;10;1015;170.39;1; 170.39 
681;18;1021;307.0;3; 921.0 
682;23;1021;183.28;3; 549.84 
683;2;1021;315.92;9; 2843.28 
684;6;1021;421.73;10; 4217.3 
685;6;1027;387.59;2; 775.18 
686;12;1027;239.85;9; 2158.65 
687;13;1027;332.24;4; 1328.96 
688;20;1027;108.66;1; 108.66 
689;16;1033;264.45;1; 264.45 
690;18;1033;439.44;9; 3954.96 
691;20;1033;455.73;6; 2734.38 
692;24;1033;201.02;5; 1005.1 
693;12;1039;304.53;6; 1827.18 
694;7;1039;138.05;10; 1380.5 
695;15;1039;230.28;4; 921.12 
696;12;1039;165.79;10; 1657.9 
697;9;1045;449.21;6; 2695.26 
698;3;1045;212.23;7; 1485.61 
699;2;1045;229.92;1; 229.92 
700;9;1045;137.58;9; 1238.22 
701;5;1051;459.04;9; 4131.36 
702;16;1051;169.69;10; 1696.9 
703;3;1051;318.07;8; 2544.56 
704;9;1051;334.21;10; 3342.1 
705;4;1057;146.76;4; 587.04 
706;2;1057;332.47;9; 2992.23 
707;6;1057;163.77;9; 1473.93 
708;21;1057;352.83;2; 705.66 
709;2;1063;126.7;6; 760.2 
710;7;1063;239.4;9; 2154.6 
711;4;1063;289.85;1; 289.85 
712;9;1063;460.61;8; 3684.88 
713;13;1069;431.27;1; 431.27 
714;21;1069;178.16;6; 1068.96 
715;15;1069;445.24;2; 890.48 
716;10;1069;359.77;1; 359.77 
717;9;1075;216.33;3; 648.99 
718;20;1075;471.52;7; 3300.64 
719;13;1075;243.3;6; 1459.8 
720;18;1075;283.17;9; 2548.53 
721;2;1081;351.02;6; 2106.12 
722;3;1081;137.81;1; 137.81 
723;20;1081;483.43;7; 3384.01 
724;22;1081;247.06;10; 2470.6 
725;10;1087;316.93;9; 2852.37 
726;18;1087;492.31;2; 984.62 
727;4;1087;368.05;10; 3680.5 
728;13;1087;479.85;3; 1439.55 
729;23;1093;221.94;9; 1997.46 
730;10;1093;132.53;4; 530.12 
731;4;1093;349.93;8; 2799.44 
732;14;1093;114.04;5; 570.2 
733;7;1099;142.3;2; 284.6 
734;23;1099;214.15;8; 1713.2 
735;22;1099;470.09;6; 2820.54 
736;13;1099;218.89;8; 1751.12 
737;11;1105;121.67;9; 1095.03 
738;21;1105;407.34;2; 814.68 
739;4;1105;377.59;8; 3020.72 
740;20;1105;460.12;6; 2760.72 
741;3;1111;357.08;8; 2856.64 
742;4;1111;490.39;2; 980.78 
743;23;1111;441.08;9; 3969.72 
744;19;1111;191.5;5; 957.5 
